"name";"ecu_type";"stage";"car";"notes";"file_size";"file_name"
"Audi S4 2.2 Turbo 1992 Turbo-Benzin  169.2KW Bosch 0261200465 4A0907551AA 357250";;"Stage1";"Audi S4 2.2";"This is a an Stage1 file for Audi S4 2.2";"32768";"3780"
"Audi S4 2.2 Turbo 1992 Turbo-Benzin  169.2KW Bosch 0261200465 4A0907551AA 357250";;"Stage2";"Audi S4 2.2";"This is a an Stage2 file for Audi S4 2.2";"32768";"3781"
"Audi S4 2.2 Turbo 1992 Turbo-Benzin  169.2KW Bosch 0261200465 4A0907551AA 357391";"ME3.8.2";"Original";"Audi S4 2.2";"This is a an Original file for Audi S4 2.2";"65536";"3782"
"Audi S4 2.2 Turbo 1992 Turbo-Benzin  169.2KW Bosch 0261200465 4A0907551AA 357391";;"Stage1";"Audi S4 2.2";"This is a an Stage1 file for Audi S4 2.2";"65536";"3783"
"Audi S4 2.2 Turbo 1992 Turbo-Benzin  169.2KW Bosch 0261200465 4A0907551AA 357391";;"Stage2";"Audi S4 2.2";"This is a an Stage2 file for Audi S4 2.2";"65536";"3784"
"Audi S4 2.2 Turbo 1993 Turbo-Benzin  169.2KW Bosch 0261200465 4A0907551AA 357248";"ME3.8.2";"Stage3";"Audi S4 2.2";"This is a an Stage3 file for Audi S4 2.2";"65536";"3790"
"Audi S4 2.2 Turbo 1993 Turbo-Benzin  169.2KW Bosch 0261200465 4A0907551AA 357248";;"Original";"Audi S4 2.2";"This is a an Original file for Audi S4 2.2";"65536";"3791"
"Audi 100 2.8 2004 Benzin  128KW Hitachi 4A0906266  MMS-100B";"MMS-100B";"Stage1";"Audi 100 2.8";"This is a an Stage1 file for Audi 100 2.8";"32768";"246"
"Audi 100 2.8 2004 Benzin  128KW Hitachi 4A0906266  MMS-100B";;"Original";"Audi 100 2.8";"This is a an Original file for Audi 100 2.8";"32768";"247"
"Audi 100 2.8 2004 Benzin  128KW Hitachi 4A0906266  MMS-100B";;"Stage2";"Audi 100 2.8";"This is a an Stage2 file for Audi 100 2.8";"32768";"248"
"Audi 80 2.8 V6 Coupe 2004 Benzin  128KW Hitachi MMS-200C 8A0906266A V6H9D34B4";"MMS-200C";"Original";"Audi 80 2.8";"This is a an Original file for Audi 80 2.8";"32768";"249"
"Audi 80 2.8 V6 Coupe 2004 Benzin  128KW Hitachi MMS-200C 8A0906266A V6H9D34B4";;"Stage1";"Audi 80 2.8";"This is a an Stage1 file for Audi 80 2.8";"32768";"250"
"Audi A3 1.8 T 2002 Turbo-Benzin  110.3KW Bosch 0261206580 06A906032AC 352756";"ME7.5";"Original";"Audi A3 1.8";"This is a an Original file for Audi A3 1.8";"524288";"407"
"Audi A3 1.8 T 2002 Turbo-Benzin  110.3KW Bosch 0261206580 06A906032AC 352756";;"Stage1";"Audi A3 1.8";"This is a an Stage1 file for Audi A3 1.8";"524288";"408"
"Audi A3 1.9 TDI SuperMappack  KW Bosch 0281001410 ";;"Original";"Audi A3 1.9";"This is a an Original file for Audi A3 1.9";"32768";"470"
"Audi A3 1.9 TDI SuperMappack  KW Bosch 0281001410 ";;"Stage1";"Audi A3 1.9";"This is a an Stage1 file for Audi A3 1.9";"32768";"471"
"Audi A3 1.9 TDI   KW Bosch 0281001410 SuperMappack        EDC15 Maps";"EDC15P";"Stage2";"Audi A3 1.9";"This is a an Stage2 file for Audi A3 1.9";"32768";"493"
"Audi A3 1.9 TDI   KW Bosch 0281001410 SuperMappack        EDC15 Maps";;"Original";"Audi A3 1.9";"This is a an Original file for Audi A3 1.9";"32768";"494"
"Audi A3 1.9 TDI   KW Bosch 0281001410 SuperMappack        EDC15 Maps";;"Stage1";"Audi A3 1.9";"This is a an Stage1 file for Audi A3 1.9";"32768";"495"
"Audi A3 90ps 1.9 TDI 2002 Diesel  66.2KW Bosch 0281001410 Super Mappack";"EDC15P";"Stage1";"Audi A3 90ps";"This is a an Stage1 file for Audi A3 90ps";"32768";"748"
"Audi A3 90ps 1.9 TDI 2002 Diesel  66.2KW Bosch 0281001410 Super Mappack";;"Original";"Audi A3 90ps";"This is a an Original file for Audi A3 90ps";"32768";"749"
"Audi A4 3.0 TDI SuperMappack   KW Bosch ";;"Original";"Audi A4 3.0";"This is a an Original file for Audi A4 3.0";"1630208";"1751"
"Audi A4 3.0 TDI SuperMappack   KW Bosch ";;"Stage1";"Audi A4 3.0";"This is a an Stage1 file for Audi A4 3.0";"1630208";"1752"
"Audi A6 2.5 TDI 1999 Turbo-Diesel  110.3KW Bosch 0281010399 4B0907401AC 351312-313";"EDC15VM+";"Stage1";"Audi A6 2.5";"This is a an Stage1 file for Audi A6 2.5";"262144";"2484"
"Audi A6 2.5 TDI 1999 Turbo-Diesel  110.3KW Bosch 0281010399 4B0907401AC 351312-313";;"Stage2";"Audi A6 2.5";"This is a an Stage2 file for Audi A6 2.5";"262144";"2485"
"Audi A6 2.5 TDI 1999 Turbo-Diesel  110.3KW Bosch 0281010399 4B0907401AC 351312-313";;"Original";"Audi A6 2.5";"This is a an Original file for Audi A6 2.5";"262144";"2486"
"Audi RS4 SuperMappack 2.7 Bi-Turbo Turbo-Benzin  279.5KW Bosch ";;"Stage2";"Audi RS4 SuperMappack";"This is a an Stage2 file for Audi RS4 SuperMappack";"2097152";"3669"
"Audi RS4 SuperMappack 2.7 Bi-Turbo Turbo-Benzin  279.5KW Bosch ";;"Original";"Audi RS4 SuperMappack";"This is a an Original file for Audi RS4 SuperMappack";"2097152";"3670"
"Audi A6 3.0 TDI SuperMappack   KW Bosch ";;"Stage1";"Audi A6 3.0";"This is a an Stage1 file for Audi A6 3.0";"2097152";"4067"
"Audi A6 3.0 TDI SuperMappack   KW Bosch ";;"Original";"Audi A6 3.0";"This is a an Original file for Audi A6 3.0";"2097152";"4068"
"Audi TT 1.8T SuperMappack 2003 Turbo-Benzin  132KW Bosch 0261206439 8N0906018BD";"ME7.5";"Original";"Audi TT 1.8T";"This is a an Original file for Audi TT 1.8T";"1048576";"4071"
"Audi TT 1.8T SuperMappack 2003 Turbo-Benzin  132KW Bosch 0261206439 8N0906018BD";;"Stage1";"Audi TT 1.8T";"This is a an Stage1 file for Audi TT 1.8T";"1048576";"4072"
"Audi A3 2.0 TFSI 2009 Turbo-Benzin  147.1KW Bosch 0261S04240 8P0907115AE 396770";"MED17.5.2";"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"262144";"714"
"Audi A3 2.0 TFSI 2009 Turbo-Benzin  147.1KW Bosch 0261S04240 8P0907115AE 396770";;"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"262144";"715"
"Audi A6 2.5 TDI 2.0 Turbo-Diesel  110.3KW Bosch 0281010496 4B0907401AE 351380-381";"EDC15VM+";"Stage2";"Audi A6 2.5";"This is a an Stage2 file for Audi A6 2.5";"262144";"2495"
"Audi A6 2.5 TDI 2.0 Turbo-Diesel  110.3KW Bosch 0281010496 4B0907401AE 351380-381";;"Stage3";"Audi A6 2.5";"This is a an Stage3 file for Audi A6 2.5";"262144";"2496"
"Audi A6 2.5 TDI 2.0 Turbo-Diesel  110.3KW Bosch 0281010496 4B0907401AE 351380-381";;"Original";"Audi A6 2.5";"This is a an Original file for Audi A6 2.5";"262144";"2497"
"Audi A6 2.5 TDI 2.0 Turbo-Diesel  110.3KW Bosch 0281010496 4B0907401AE 351380-381";;"Stage1";"Audi A6 2.5";"This is a an Stage1 file for Audi A6 2.5";"262144";"2498"
"Audi A6 2.5 TDI 2.0 Turbo-Diesel  110.3KW Bosch 0281010496 4B0907401AE 351380-381";;"Stage1";"Audi A6 2.5";"This is a an Stage1 file for Audi A6 2.5";"262144";"2499"
"Audi A6 2.5 TDI V6 2.0 Turbodiesel  110.3KW Bosch 0281010496 4B0907401AE 351380-381";"EDC15VM+";"Stage2";"Audi A6 2.5";"This is a an Stage2 file for Audi A6 2.5";"262144";"2735"
"Audi A6 2.5 TDI V6 2.0 Turbodiesel  110.3KW Bosch 0281010496 4B0907401AE 351380-381";;"Original";"Audi A6 2.5";"This is a an Original file for Audi A6 2.5";"262144";"2736"
"Audi A6 2.5 TDI V6 2.0 Turbodiesel  110.3KW Bosch 0281010496 4B0907401AE 351380-381";;"Stage1";"Audi A6 2.5";"This is a an Stage1 file for Audi A6 2.5";"262144";"2737"
"Audi A6 2.8 V6 30V 1998 Benzin  142KW Bosch 0261204807 4D0907551AE 358120";"ME7.1.1";"Original";"Audi A6 2.8";"This is a an Original file for Audi A6 2.8";"131072";"2873"
"Audi A6 2.8 V6 30V 1998 Benzin  142KW Bosch 0261204807 4D0907551AE 358120";;"Stage1";"Audi A6 2.8";"This is a an Stage1 file for Audi A6 2.8";"131072";"2874"
"Audi A6 2.8 V6 30V Benzin  142KW Bosch 0261204807 4D0907551AE 357961";"ME7.1.1";"Stage1";"Audi A6 2.8";"This is a an Stage1 file for Audi A6 2.8";"131072";"2887"
"Audi A6 2.8 V6 30V Benzin  142KW Bosch 0261204807 4D0907551AE 357961";;"Original";"Audi A6 2.8";"This is a an Original file for Audi A6 2.8";"131072";"2888"
"Audi TT 1.8 T 2002 Turbo-Benzin  165.5KW Bosch 0261207030 8N0906018AE 354178";"ME7.5";"Original";"Audi TT 1.8";"This is a an Original file for Audi TT 1.8";"524288";"3967"
"Audi TT 1.8 T 2002 Turbo-Benzin  165.5KW Bosch 0261207030 8N0906018AE 354178";;"Stage1";"Audi TT 1.8";"This is a an Stage1 file for Audi TT 1.8";"524288";"3968"
"Audi TT 1.8 T 2002 Turbo-Benzin  165.5KW Bosch 0261207030 8N0906018AE 354178";;"Stage2";"Audi TT 1.8";"This is a an Stage2 file for Audi TT 1.8";"524288";"3969"
"BMW E60-E61 3.0d 2006 Turbodiesel  144.9KW Bosch O 74TAE5 500774";"EDC16C35";"Stage1";"BMW E60-E61 3.0d";"This is a an Stage1 file for BMW E60-E61 3.0d";"2097152";"5688"
"BMW E60-E61 3.0d 2006 Turbodiesel  144.9KW Bosch O 74TAE5 500774";;"Original";"BMW E60-E61 3.0d";"This is a an Original file for BMW E60-E61 3.0d";"2097152";"5689"
"BMW E60-E61 525D 2008 Turbodiesel  144.9KW Bosch O 32TAE1 390010";"EDC16C35";"Original";"BMW E60-E61 525D";"This is a an Original file for BMW E60-E61 525D";"2097152";"5833"
"BMW E60-E61 525D 2008 Turbodiesel  144.9KW Bosch O 32TAE1 390010";;"Stage1";"BMW E60-E61 525D";"This is a an Stage1 file for BMW E60-E61 525D";"2097152";"5834"
"BMW E60-E61 525D 2008  145KW Bosch O 32JAE5 500774";"EDC16C35";"Original";"BMW E60-E61 525D";"This is a an Original file for BMW E60-E61 525D";"2097152";"5838"
"BMW E90-E91- E92-E93 3.0d 2004 Turbo-Diesel  144.9KW Bosch O 32JAE5 500774";"EDC16C35";"Stage1";"BMW E90-E91- E92-E93";"This is a an Stage1 file for BMW E90-E91- E92-E93";"2097152";"6589"
"BMW E90-E91- E92-E93 3.0d 2004 Turbo-Diesel  144.9KW Bosch O 32JAE5 500774";;"Stage2";"BMW E90-E91- E92-E93";"This is a an Stage2 file for BMW E90-E91- E92-E93";"2097152";"6590"
"BMW E90-E91- E92-E93 3.0d 2004 Turbo-Diesel  144.9KW Bosch O 32JAE5 500774";;"Original";"BMW E90-E91- E92-E93";"This is a an Original file for BMW E90-E91- E92-E93";"2097152";"6591"
"Audi A3 2.0 TDI CR 2010 Turbo-Diesel 103KW Bosch 03L906018AG 507685";"EDC17CP14";"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"566"
"Audi A3 2.0 TDI CR 2010 Turbo-Diesel 103KW Bosch 03L906018AG 507685";;"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"567"
"Audi A3 2.0 TDI CR 2010 Turbo-Diesel 103KW Bosch 03L906018AG 508208";"EDC17CP14";"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"568"
"Audi A3 2.0 TDI CR 2010 Turbo-Diesel 103KW Bosch 03L906018AG 508208";;"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"569"
"Audi A3 2.0 TDI CR 2010 Turbo-Diesel  103KW Bosch 03L906018AG 508208";;"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"573"
"Audi A3 2.0 TDI CR 2010 Turbo-Diesel  103KW Bosch 03L906018AG 508208";;"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"574"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 100KW Bosch 03L906018AG 508211";"EDC17CP14";"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"594"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 100KW Bosch 03L906018AG 508211";;"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"595"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 100KW Bosch 03L906018AG 516679";"EDC17CP14";"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"596"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 100KW Bosch 03L906018AG 516679";;"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"597"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 103KW Bosch 03L906018AG 507685";"EDC17CP14";"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"598"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 103KW Bosch 03L906018AG 507685";;"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"599"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 103KW Bosch 03L906018AG 510938";"EDC17CP14";"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"600"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 103KW Bosch 03L906018AG 510938";;"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"601"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 105.2KW Bosch 03L906018AG 516676";"EDC17CP14";"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"602"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 105.2KW Bosch 03L906018AG 516676";;"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"603"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 125KW Bosch 03L906018AG 510939";"EDC17CP14";"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"604"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 125KW Bosch 03L906018AG 510939";;"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"605"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 98.6KW Bosch 03L906018AG 516679";"EDC17CP14";"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"606"
"Audi A3 2.0 TDI CR 2011 Turbo-Diesel 98.6KW Bosch 03L906018AG 516679";;"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"607"
"Audi A3 2.0 TDI CR 2012 Turbo-Diesel 103KW Bosch 03L906018AG 516680";"EDC17CP14";"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"610"
"Audi A3 2.0 TDI CR 2012 Turbo-Diesel 103KW Bosch 03L906018AG 516680";;"Original";"Audi A3 2.0";"This is a an Original file for Audi A3 2.0";"2097152";"611"
"Audi A3 2.0 TDI CR 2012 Turbo-Diesel 103KW Bosch 03L906018AG 516680";;"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"612"
"Audi A3 2.0 TDI CR 2012 Turbo-Diesel 103KW Bosch 03L906018AG 516680";;"Stage1";"Audi A3 2.0";"This is a an Stage1 file for Audi A3 2.0";"2097152";"613"
"Audi A4 2.0 TDI CR Turbo-Diesel  103KW Bosch 03L906018AG 508208";"EDC17CP14";"Stage1";"Audi A4 2.0";"This is a an Stage1 file for Audi A4 2.0";"2097152";"1353"
"Alfa 0.9 Twinair 2012  62.5KW  51935080";"ME7.9.10";"Stage1";"Alfa 0.9 Twinair";"This is a an Stage1 file for Alfa 0.9 Twinair";"2097152";"219"
"Alfa 0.9 Twinair 2012  62.5KW  51935080";;"Original";"Alfa 0.9 Twinair";"This is a an Original file for Alfa 0.9 Twinair";"2097152";"220"
"Alfa 1.4T Multi air 2011  99.3KW  51875963";"ME7.9.10";"Original";"Alfa 1.4T Multi";"This is a an Original file for Alfa 1.4T Multi";"2097152";"221"
"Hyundai Accent 1.5 CRDi 2002 Turbodiesel  64.7KW Bosch 0281010619 363716";"EDC15C7";"Stage1";"Hyundai Accent 1.5";"This is a an Stage1 file for Hyundai Accent 1.5";"524288";"8582"
"Hyundai Accent 1.5 CRDi 2002 Turbodiesel  64.7KW Bosch 0281010619 363716";;"Original";"Hyundai Accent 1.5";"This is a an Original file for Hyundai Accent 1.5";"524288";"8583"
"Hyundai Accent 1.5 CRDi 2008 Turbo-Diesel  66.2KW Bosch Bosch 380864";"EDC16C39";"Stage1";"Hyundai Accent 1.5";"This is a an Stage1 file for Hyundai Accent 1.5";"262144";"8584"
"Hyundai Accent 1.5 CRDi 2008 Turbo-Diesel  66.2KW Bosch Bosch 380864";;"Original";"Hyundai Accent 1.5";"This is a an Original file for Hyundai Accent 1.5";"262144";"8585"
"Hyundai Accent 1.5 CRDi 2010 Turbo-Diesel  80.9KW Bosch 0281013147 380479";"EDC16C39";"Stage1";"Hyundai Accent 1.5";"This is a an Stage1 file for Hyundai Accent 1.5";"262144";"8586"
"Hyundai Accent 1.5 CRDi 2010 Turbo-Diesel  80.9KW Bosch 0281013147 380479";;"Original";"Hyundai Accent 1.5";"This is a an Original file for Hyundai Accent 1.5";"262144";"8587"
"Hyundai Alentra 2.0CRDI Turbodiesel  83.1KW Bosch 0281010576 Bosch 363101";"EDC15C7";"Original";"Hyundai Alentra 2.0CRDI";"This is a an Original file for Hyundai Alentra 2.0CRDI";"524288";"8588"
"Hyundai Alentra 2.0CRDI Turbodiesel  83.1KW Bosch 0281010576 Bosch 363101";;"Stage1";"Hyundai Alentra 2.0CRDI";"This is a an Stage1 file for Hyundai Alentra 2.0CRDI";"524288";"8589"
"Hyundai Alentra 2.0CRDI Turbodiesel  83.1KW Bosch 0281010576 Bosch 368945";"EDC15C7";"Stage1";"Hyundai Alentra 2.0CRDI";"This is a an Stage1 file for Hyundai Alentra 2.0CRDI";"524288";"8590"
"Hyundai Alentra 2.0CRDI Turbodiesel  83.1KW Bosch 0281010576 Bosch 368945";;"Original";"Hyundai Alentra 2.0CRDI";"This is a an Original file for Hyundai Alentra 2.0CRDI";"524288";"8591"
"Hyundai Coupe 1.6 2004 Benzin  80.9KW Bosch 0261B00076 ";;"Original";"Hyundai Coupe 1.6";"This is a an Original file for Hyundai Coupe 1.6";"524288";"8592"
"Hyundai Coupe 1.6 2004 Benzin  80.9KW Bosch 0261B00076 ";;"Stage1";"Hyundai Coupe 1.6";"This is a an Stage1 file for Hyundai Coupe 1.6";"524288";"8593"
"Hyundai Coupe 2.0 16V 2000 Benzin  101.5KW Siemens 928373260 K103955165 0001141457";"Simos 3.3";"Stage1";"Hyundai Coupe 2.0";"This is a an Stage1 file for Hyundai Coupe 2.0";"65536";"8594"
"Hyundai Coupe 2.0 16V 2000 Benzin  101.5KW Siemens 928373260 K103955165 0001141457";;"Original";"Hyundai Coupe 2.0";"This is a an Original file for Hyundai Coupe 2.0";"65536";"8595"
"Hyundai Coupe 2.0 L 2001 Turbodiesel  83.1KW Bosch 0281011694 372113";"EDC15C7";"Original";"Hyundai Coupe 2.0";"This is a an Original file for Hyundai Coupe 2.0";"524288";"8596"
"Hyundai Coupe 2.0 L 2001 Turbodiesel  83.1KW Bosch 0281011694 372113";;"Stage1";"Hyundai Coupe 2.0";"This is a an Stage1 file for Hyundai Coupe 2.0";"524288";"8597"
"Hyundai Coupe 2.0 L 2007 Benzin  105KW Siemens  663056";"Simos 5.1";"Original";"Hyundai Coupe 2.0";"This is a an Original file for Hyundai Coupe 2.0";"524288";"8598"
"Hyundai Coupe 2.0 L 2007 Benzin  114KW Siemens  654012";"Simos 5.1";"Stage1";"Hyundai Coupe 2.0";"This is a an Stage1 file for Hyundai Coupe 2.0";"524288";"8599"
"Hyundai Coupe 2.0 L 2007 Benzin  114KW Siemens  654012";;"Original";"Hyundai Coupe 2.0";"This is a an Original file for Hyundai Coupe 2.0";"524288";"8600"
"Hyundai Getz 1.6 CRDi 2007 Turbodiesel  80.9KW Bosch 0281013141 Bosch 379606";"EDC16C39";"Stage1";"Hyundai Getz 1.6";"This is a an Stage1 file for Hyundai Getz 1.6";"262144";"8601"
"Hyundai Getz 1.6 CRDi 2007 Turbodiesel  80.9KW Bosch 0281013141 Bosch 379606";;"Original";"Hyundai Getz 1.6";"This is a an Original file for Hyundai Getz 1.6";"262144";"8602"
"Hyundai i30 1.6CRDi 2010 Turbo-Diesel 66.2KW Bosch  508162";"EDC17C08";"Original";"Hyundai i30 1.6CRDi";"This is a an Original file for Hyundai i30 1.6CRDi";"2097152";"8603"
"Audi A3 1.8 20V Benzin  91.9KW Bosch 0261204675 06A906018AK 358125";"ME7.5";"Original";"Audi A3 1.8";"This is a an Original file for Audi A3 1.8";"262144";"386"
"Audi A3 1.8 20V Benzin  91.9KW Bosch 0261204675 06A906018AK 358125";;"Stage1";"Audi A3 1.8";"This is a an Stage1 file for Audi A3 1.8";"262144";"387"
"Audi A3 1.9 TDI 1998 Turbodiesel  66.2KW Bosch 0281001852 038906018AK 359690 - 691";"EDC15P";"Original";"Audi A3 1.9";"This is a an Original file for Audi A3 1.9";"262144";"421"
"Audi A3 1.9 TDI 1998 Turbodiesel  66.2KW Bosch 0281001852 038906018AK 359690 - 691";;"Stage1";"Audi A3 1.9";"This is a an Stage1 file for Audi A3 1.9";"262144";"422"
"Audi A3 1.9 TDI 1998 Turbodiesel  66.2KW Bosch 0281001852 038906018AK 359690 - 691";;"Stage2";"Audi A3 1.9";"This is a an Stage2 file for Audi A3 1.9";"262144";"423"
"Audi A3 1.9 TDI 1999 Turbo-Diesel  66.2KW Bosch 0281001852 038906018AK 359223 -224";"EDC15P";"Original";"Audi A3 1.9";"This is a an Original file for Audi A3 1.9";"262144";"424"
"Audi A3 1.9 TDI 1999 Turbo-Diesel  66.2KW Bosch 0281001852 038906018AK 359223 -224";;"Stage1";"Audi A3 1.9";"This is a an Stage1 file for Audi A3 1.9";"262144";"425"
"Audi A3 1.9 TDI 1999 Turbo-Diesel  66.2KW Bosch 0281001852 038906018AK 359223 -224";;"Stage2";"Audi A3 1.9";"This is a an Stage2 file for Audi A3 1.9";"262144";"426"
"Audi A4 1.8 T 2002 Turbo-Benzin  119.9KW Bosch 0261208230 8E0909018AK 369307";"ME7.5";"Original";"Audi A4 1.8";"This is a an Original file for Audi A4 1.8";"1048576";"850"
"Audi A4 1.8 T 2002 Turbo-Benzin  119.9KW Bosch 0261208230 8E0909018AK 369307";;"Stage1";"Audi A4 1.8";"This is a an Stage1 file for Audi A4 1.8";"1048576";"851"
"Audi TT 1.8 T 2001 Turbo-Benzin  110.3KW Bosch 0261207324 8N0906018AK 360281";"ME7.5";"Original";"Audi TT 1.8";"This is a an Original file for Audi TT 1.8";"1048576";"3943"
"Audi TT 1.8 T 2001 Turbo-Benzin  110.3KW Bosch 0261207324 8N0906018AK 360281";;"Stage1";"Audi TT 1.8";"This is a an Stage1 file for Audi TT 1.8";"1048576";"3944"
"Audi TT 1.8 T 2001 Turbo-Benzin  110.3KW Bosch 0261207324 8N0906018AK 360281";;"Stage2";"Audi TT 1.8";"This is a an Stage2 file for Audi TT 1.8";"1048576";"3945"
"Audi TT 1.8 T 2004  132.4KW Bosch 0261207324 8N0906018AK 360281";"ME7.5";"Original";"Audi TT 1.8";"This is a an Original file for Audi TT 1.8";"1048576";"3983"
"Audi TT 1.8 T 2004  132.4KW Bosch 0261207324 8N0906018AK 360281";;"Stage1";"Audi TT 1.8";"This is a an Stage1 file for Audi TT 1.8";"1048576";"3984"
"BMW E90-E91- E92-E93 2.0d 2007 Turbo-Diesel  130.2KW Bosch O 7CPAKF467A 517684";"EDC17C41";"Original";"BMW E90-E91- E92-E93";"This is a an Original file for BMW E90-E91- E92-E93";"2097152";"6479"
"BMW E90-E91- E92-E93 2.0d 2007 Turbo-Diesel  85.3KW Bosch O 7CPAKE215A 517685";"EDC17C41";"Stage1";"BMW E90-E91- E92-E93";"This is a an Stage1 file for BMW E90-E91- E92-E93";"2097152";"6480"
"BMW E90-E91- E92-E93 2.0d 2007 Turbo-Diesel  85.3KW Bosch O 7CPAKE215A 517685";;"Original";"BMW E90-E91- E92-E93";"This is a an Original file for BMW E90-E91- E92-E93";"2097152";"6481"
"BMW E90-E91- E92-E93 2.0d 2012 Turbo-Diesel 119.9KW Bosch O 7CPAKF487A 517681";"EDC17C50";"Original";"BMW E90-E91- E92-E93";"This is a an Original file for BMW E90-E91- E92-E93";"2097152";"6529"
"BMW E90-E91- E92-E93 2.0d 2012 Turbo-Diesel 119.9KW Bosch O 7CPAKF487A 517681";;"Stage1";"BMW E90-E91- E92-E93";"This is a an Stage1 file for BMW E90-E91- E92-E93";"2097152";"6530"
"BMW E90-E91- E92-E93 2.d 2010 Turbo-Diesel 84.6KW Bosch O 7CPAKE215A 517685";"EDC17C41";"Stage1";"BMW E90-E91- E92-E93";"This is a an Stage1 file for BMW E90-E91- E92-E93";"2097152";"6577"
"BMW E90-E91- E92-E93 2.d 2010 Turbo-Diesel 84.6KW Bosch O 7CPAKE215A 517685";;"Original";"BMW E90-E91- E92-E93";"This is a an Original file for BMW E90-E91- E92-E93";"2097152";"6578"
"BMW E90-E91- E92-E93 2.d 2011 Turbo-Diesel 100KW Bosch O 7CPAKE202A 517682";"EDC17C50";"Stage1";"BMW E90-E91- E92-E93";"This is a an Stage1 file for BMW E90-E91- E92-E93";"2097152";"6585"
